Pab1,Pab2,Pab3,Wspd_offset,Wspd,date
1.0,1.0,1.0,1.4219999999999988,9.95,2024-05-13 19:40:00
1.0,1.0,1.0,0.5440000000000023,9.13,2024-05-13 19:50:00
1.0,1.0,1.0,-0.3559999999999981,8.21,2024-05-13 20:00:00
1.0,1.0,1.0,0.30799999999999983,9.19,2024-05-13 20:10:00
1.0,1.0,1.0,-1.0319999999999983,7.83,2024-05-13 20:20:00
1.0,1.0,1.0,-1.7279999999999998,6.43,2024-05-13 20:30:00
1.0,1.0,1.0,-1.355999999999999,6.22,2024-05-13 20:40:00
0.99,0.99,0.99,-1.2699999999999987,5.83,2024-05-13 20:50:00
0.99,0.99,0.99,-0.758,5.63,2024-05-13 21:00:00
0.99,0.99,0.99,-1.0619999999999994,4.7,2024-05-13 21:10:00
0.99,0.99,0.99,-0.6999999999999993,4.72,2024-05-13 21:20:00
0.99,0.99,0.99,-1.3359999999999994,3.55,2024-05-13 21:30:00
0.99,0.99,0.99,-2.087999999999999,2.04,2024-05-13 21:40:00
0.99,0.99,0.99,-1.5619999999999992,1.8,2024-05-13 21:50:00
0.99,0.99,0.99,-0.6139999999999999,2.26,2024-05-13 22:00:00
0.99,0.99,0.99,0.11000000000000076,2.55,2024-05-13 22:10:00
0.99,0.99,0.99,0.8300000000000014,3.2,2024-05-13 22:20:00
0.99,0.99,0.99,1.3420000000000005,4.13,2024-05-13 22:30:00
0.99,0.99,0.99,0.4520000000000013,3.6,2024-05-13 22:40:00
0.99,0.99,0.99,-0.6479999999999997,2.56,2024-05-13 22:50:00
0.99,0.99,0.99,-0.9619999999999993,2.17,2024-05-13 23:00:00
0.99,0.99,0.99,-0.2519999999999998,2.8,2024-05-13 23:10:00
0.99,0.99,0.99,-0.5459999999999994,2.1,2024-05-13 23:20:00
0.99,0.99,0.99,-0.4619999999999993,1.83,2024-05-13 23:30:00
1.0,1.0,1.0,-0.5639999999999992,1.52,2024-05-13 23:40:00
1.43,1.43,1.43,-0.3539999999999994,1.62,2024-05-13 23:50:00
1.9,1.9,1.9,-0.0699999999999994,1.68,2024-05-14 00:00:00
1.9,1.9,1.9,0.366000000000001,2.12,2024-05-14 00:10:00
1.9,1.9,1.9,-0.1879999999999995,1.5,2024-05-14 00:20:00
1.9,1.9,1.9,-0.42399999999999927,1.2,2024-05-14 00:30:00
1.9,1.9,1.9,0.08400000000000052,1.73,2024-05-14 00:40:00
1.9,1.9,1.9,0.5380000000000009,2.31,2024-05-14 00:50:00
1.9,1.9,1.9,0.19600000000000062,1.93,2024-05-14 01:00:00
1.9,1.9,1.9,0.6860000000000006,2.65,2024-05-14 01:10:00
1.9,1.9,1.9,0.5800000000000005,2.88,2024-05-14 01:20:00
1.64,1.64,1.64,0.7740000000000009,3.41,2024-05-14 01:30:00
0.99,0.99,0.99,1.9300000000000006,5.13,2024-05-14 01:40:00
1.0,1.0,1.0,2.418000000000001,6.54,2024-05-14 01:50:00
1.0,1.0,1.0,1.9280000000000008,6.9,2024-05-14 02:00:00
1.0,1.0,1.0,0.9480000000000004,6.68,2024-05-14 02:10:00
1.0,1.0,1.0,0.5660000000000007,7.02,2024-05-14 02:20:00
1.0,1.0,1.0,0.7160000000000011,7.68,2024-05-14 02:30:00
1.0,1.0,1.0,-0.08000000000000007,6.97,2024-05-14 02:40:00
1.0,1.0,1.0,0.482000000000002,7.69,2024-05-14 02:50:00
1.0,1.0,1.0,0.02400000000000091,7.37,2024-05-14 03:00:00
1.0,1.0,1.0,0.010000000000000675,7.44,2024-05-14 03:10:00
1.0,1.0,1.0,-0.605999999999999,6.61,2024-05-14 03:20:00
1.0,1.0,1.0,-0.3259999999999996,6.87,2024-05-14 03:30:00
1.0,1.0,1.0,0.7900000000000018,8.06,2024-05-14 03:40:00
1.0,1.0,1.0,1.2839999999999998,8.85,2024-05-14 03:50:00
1.02,1.02,1.02,2.5860000000000003,10.83,2024-05-14 04:00:00
1.0,1.0,1.0,0.5259999999999998,9.31,2024-05-14 04:10:00
1.0,1.0,1.0,-1.1379999999999981,7.84,2024-05-14 04:20:00
1.0,1.0,1.0,-0.7979999999999983,8.21,2024-05-14 04:30:00
1.0,1.0,1.0,-0.7100000000000009,8.16,2024-05-14 04:40:00
1.0,1.0,1.0,-0.17599999999999838,8.16,2024-05-14 04:50:00
1.0,1.0,1.0,0.0940000000000012,8.21,2024-05-14 05:00:00
1.0,1.0,1.0,-0.011999999999998678,8.17,2024-05-14 05:10:00
1.0,1.0,1.0,-0.18799999999999795,7.94,2024-05-14 05:20:00
1.0,1.0,1.0,-0.1200000000000001,7.97,2024-05-14 05:30:00
1.0,1.0,1.0,0.1980000000000004,8.32,2024-05-14 05:40:00
1.0,1.0,1.0,0.30400000000000205,8.48,2024-05-14 05:50:00
1.0,1.0,1.0,0.474000000000002,8.77,2024-05-14 06:00:00
1.0,1.0,1.0,0.5879999999999992,9.12,2024-05-14 06:10:00
1.0,1.0,1.0,0.3260000000000005,9.08,2024-05-14 06:20:00
1.0,1.0,1.0,0.33399999999999963,9.28,2024-05-14 06:30:00
1.0,1.0,1.0,-0.22600000000000087,8.78,2024-05-14 06:40:00
1.0,1.0,1.0,-0.5079999999999991,8.43,2024-05-14 06:50:00
1.0,1.0,1.0,-0.7380000000000004,7.97,2024-05-14 07:00:00
1.0,1.0,1.0,-0.7079999999999984,7.73,2024-05-14 07:10:00
1.0,1.0,1.0,-0.06999999999999851,8.14,2024-05-14 07:20:00
1.0,1.0,1.0,-0.02200000000000024,8.04,2024-05-14 07:30:00
1.0,1.0,1.0,0.3360000000000021,8.39,2024-05-14 07:40:00
1.0,1.0,1.0,0.004000000000001336,8.08,2024-05-14 07:50:00
1.0,1.0,1.0,-0.06599999999999717,8.08,2024-05-14 08:00:00
1.0,1.0,1.0,0.354000000000001,8.59,2024-05-14 08:10:00
1.0,1.0,1.0,-0.09200000000000053,8.17,2024-05-14 08:20:00
1.0,1.0,1.0,-1.2160000000000002,6.71,2024-05-14 08:30:00
1.0,1.0,1.0,-0.7099999999999991,7.0,2024-05-14 08:40:00
1.0,1.0,1.0,-0.5099999999999989,6.98,2024-05-14 08:50:00
1.0,1.0,1.0,-0.21999999999999886,6.94,2024-05-14 09:00:00
1.0,1.0,1.0,0.45000000000000107,7.47,2024-05-14 09:10:00
1.0,1.0,1.0,0.8099999999999996,8.11,2024-05-14 09:20:00
1.0,1.0,1.0,0.3960000000000008,7.87,2024-05-14 09:30:00
1.0,1.0,1.0,-0.36599999999999877,7.14,2024-05-14 09:40:00
1.0,1.0,1.0,-0.2779999999999987,7.3,2024-05-14 09:50:00
1.0,1.0,1.0,-0.9239999999999995,6.45,2024-05-14 10:00:00
1.0,1.0,1.0,-0.4079999999999995,6.68,2024-05-14 10:10:00
1.0,1.0,1.0,0.23800000000000043,7.19,2024-05-14 10:20:00
1.0,1.0,1.0,-0.20399999999999885,6.65,2024-05-14 10:30:00
1.0,1.0,1.0,-0.23399999999999999,6.45,2024-05-14 10:40:00
1.0,1.0,1.0,-0.28999999999999915,6.38,2024-05-14 10:50:00
1.0,1.0,1.0,-0.22999999999999954,6.38,2024-05-14 11:00:00
0.99,0.99,0.99,-0.5559999999999992,5.77,2024-05-14 11:10:00
0.99,0.99,0.99,-0.29999999999999893,5.87,2024-05-14 11:20:00
0.99,0.99,0.99,-0.36799999999999944,5.64,2024-05-14 11:30:00
0.99,0.99,0.99,-0.2599999999999998,5.59,2024-05-14 11:40:00
0.99,0.99,0.99,-0.3259999999999996,5.31,2024-05-14 11:50:00
0.99,0.99,0.99,-0.5780000000000003,4.88,2024-05-14 12:00:00
0.99,0.99,0.99,-0.4759999999999991,4.76,2024-05-14 12:10:00
0.99,0.99,0.99,-0.4759999999999991,4.54,2024-05-14 12:20:00
0.99,0.99,0.99,-0.5859999999999994,4.14,2024-05-14 12:30:00
0.99,0.99,0.99,-0.5599999999999996,3.88,2024-05-14 12:40:00
0.99,0.99,0.99,-0.49599999999999866,3.71,2024-05-14 12:50:00
0.99,0.99,0.99,-0.637999999999999,3.27,2024-05-14 13:00:00
0.99,0.99,0.99,-0.3039999999999994,3.37,2024-05-14 13:10:00
0.99,0.99,0.99,-0.8059999999999996,2.55,2024-05-14 13:20:00
1.25,1.25,1.25,-0.9159999999999995,2.08,2024-05-14 13:30:00
1.9,1.9,1.9,-0.7739999999999996,1.85,2024-05-14 13:40:00
1.9,1.9,1.9,-0.9299999999999995,1.3,2024-05-14 13:50:00
1.9,1.9,1.9,-0.4839999999999991,1.34,2024-05-14 14:00:00
1.9,1.9,1.9,-0.5459999999999996,0.96,2024-05-14 14:10:00
1.9,1.9,1.9,-0.4579999999999993,0.79,2024-05-14 14:20:00
1.9,1.9,1.9,0.24200000000000066,1.4,2024-05-14 14:30:00
1.9,1.9,1.9,0.24600000000000066,1.43,2024-05-14 14:40:00
1.9,1.9,1.9,0.25200000000000067,1.46,2024-05-14 14:50:00
1.9,1.9,1.9,-0.5759999999999994,0.55,2024-05-14 15:00:00
1.9,1.9,1.9,-0.29599999999999926,0.84,2024-05-14 15:10:00
1.9,1.9,1.9,-0.43199999999999916,0.53,2024-05-14 15:20:00
1.9,1.9,1.9,-0.14799999999999924,0.66,2024-05-14 15:30:00
1.9,1.9,1.9,0.03600000000000059,0.69,2024-05-14 15:40:00
1.9,1.9,1.9,0.2720000000000007,1.02,2024-05-14 15:50:00
1.9,1.9,1.9,0.6840000000000007,1.58,2024-05-14 16:00:00
1.9,1.9,1.9,0.48200000000000087,1.59,2024-05-14 16:10:00
1.9,1.9,1.9,-0.2239999999999993,0.94,2024-05-14 16:20:00
1.9,1.9,1.9,0.23000000000000065,1.57,2024-05-14 16:30:00
1.9,1.9,1.9,-0.8239999999999993,0.39,2024-05-14 16:40:00
1.9,1.9,1.9,0.07000000000000073,1.21,2024-05-14 16:50:00
1.9,1.9,1.9,1.1620000000000008,2.48,2024-05-14 17:00:00
1.9,1.9,1.9,-0.15399999999999925,1.22,2024-05-14 17:10:00
1.9,1.9,1.9,-0.3239999999999993,0.92,2024-05-14 17:20:00
1.9,1.9,1.9,0.6500000000000008,2.27,2024-05-14 17:30:00
1.9,1.9,1.9,-0.20999999999999952,1.46,2024-05-14 17:40:00
1.9,1.9,1.9,-0.6619999999999991,0.64,2024-05-14 17:50:00
1.9,1.9,1.9,1.2700000000000007,2.91,2024-05-14 18:00:00
1.9,1.9,1.9,0.7680000000000002,2.78,2024-05-14 18:10:00
1.9,1.9,1.9,0.18600000000000083,2.18,2024-05-14 18:20:00
1.9,1.9,1.9,0.9860000000000002,3.36,2024-05-14 18:30:00
1.9,1.9,1.9,-0.5579999999999994,2.11,2024-05-14 18:40:00
1.9,1.9,1.9,-0.2779999999999996,2.26,2024-05-14 18:50:00
1.9,1.9,1.9,0.05000000000000071,2.54,2024-05-14 19:00:00
1.9,1.9,1.9,0.002000000000000668,2.57,2024-05-14 19:10:00
1.9,1.9,1.9,0.4240000000000008,2.9,2024-05-14 19:20:00
1.9,1.9,1.9,0.39400000000000057,3.06,2024-05-14 19:30:00
1.2,1.2,1.2,0.7540000000000004,3.71,2024-05-14 19:40:00
0.99,0.99,0.99,0.7120000000000006,3.95,2024-05-14 19:50:00
0.99,0.99,0.99,0.07600000000000051,3.5,2024-05-14 20:00:00
0.99,0.99,0.99,-0.33999999999999986,3.13,2024-05-14 20:10:00
0.99,0.99,0.99,0.366000000000001,4.03,2024-05-14 20:20:00
0.99,0.99,0.99,-0.16999999999999948,3.44,2024-05-14 20:30:00
0.99,0.99,0.99,-0.6679999999999993,2.69,2024-05-14 20:40:00
0.99,0.99,0.99,-0.681999999999999,2.47,2024-05-14 20:50:00
0.99,0.99,0.99,-1.1019999999999992,1.78,2024-05-14 21:00:00
1.46,1.46,1.46,-0.9479999999999993,1.41,2024-05-14 21:10:00
1.9,1.9,1.9,-0.2699999999999996,1.75,2024-05-14 21:20:00
1.9,1.9,1.9,0.9260000000000006,3.01,2024-05-14 21:30:00
1.9,1.9,1.9,-0.30999999999999894,1.6,2024-05-14 21:40:00
1.9,1.9,1.9,-0.12199999999999944,1.79,2024-05-14 21:50:00
1.9,1.9,1.9,-0.3419999999999992,1.61,2024-05-14 22:00:00
1.9,1.9,1.9,-0.5379999999999991,1.33,2024-05-14 22:10:00
1.9,1.9,1.9,0.07000000000000073,1.67,2024-05-14 22:20:00
1.9,1.9,1.9,0.7040000000000006,2.48,2024-05-14 22:30:00
1.46,1.46,1.46,1.1820000000000008,3.25,2024-05-14 22:40:00
0.99,0.99,0.99,-0.0819999999999994,2.08,2024-05-14 22:50:00
0.99,0.99,0.99,-0.07999999999999918,2.27,2024-05-14 23:00:00
1.0,1.0,1.0,3.9600000000000004,7.47,2024-05-14 23:10:00
1.0,1.0,1.0,4.818,9.79,2024-05-14 23:20:00
1.03,1.03,1.03,4.782000000000002,11.38,2024-05-14 23:30:00
1.06,1.06,1.06,3.4339999999999993,12.02,2024-05-14 23:40:00
1.01,1.01,1.01,0.5960000000000019,10.91,2024-05-14 23:50:00
1.04,1.04,1.04,0.2920000000000016,11.39,2024-05-15 00:00:00
1.0,1.0,1.0,-0.3879999999999999,10.94,2024-05-15 00:10:00
1.0,1.0,1.0,-1.371999999999998,9.6,2024-05-15 00:20:00
1.0,1.0,1.0,-1.0239999999999991,9.43,2024-05-15 00:30:00
1.0,1.0,1.0,-1.5120000000000005,8.45,2024-05-15 00:40:00
1.0,1.0,1.0,-1.6599999999999993,7.53,2024-05-15 00:50:00
1.0,1.0,1.0,-0.35399999999999743,8.31,2024-05-15 01:00:00
1.0,1.0,1.0,0.3280000000000012,8.84,2024-05-15 01:10:00
1.0,1.0,1.0,-0.00999999999999801,8.27,2024-05-15 01:20:00
1.0,1.0,1.0,0.8580000000000005,9.31,2024-05-15 01:30:00
1.0,1.0,1.0,0.5179999999999989,9.33,2024-05-15 01:40:00
1.0,1.0,1.0,-0.12599999999999945,8.78,2024-05-15 01:50:00
1.0,1.0,1.0,-0.5060000000000002,8.29,2024-05-15 02:00:00
1.0,1.0,1.0,-0.21399999999999864,8.66,2024-05-15 02:10:00
1.0,1.0,1.0,-3.555999999999999,4.32,2024-05-15 02:20:00
0.99,0.99,0.99,-3.489999999999999,3.15,2024-05-15 02:30:00
0.99,0.99,0.99,-2.7799999999999985,2.63,2024-05-15 02:40:00
0.99,0.99,0.99,-1.1999999999999997,3.19,2024-05-15 02:50:00
0.99,0.99,0.99,1.2460000000000009,4.88,2024-05-15 03:00:00
1.0,1.0,1.0,2.5020000000000007,6.59,2024-05-15 03:10:00
1.0,1.0,1.0,2.846,7.88,2024-05-15 03:20:00
1.0,1.0,1.0,2.3720000000000008,8.6,2024-05-15 03:30:00
1.0,1.0,1.0,1.9220000000000015,9.39,2024-05-15 03:40:00
1.0,1.0,1.0,1.388,9.85,2024-05-15 03:50:00
1.0,1.0,1.0,1.072000000000001,10.27,2024-05-15 04:00:00
1.0,1.0,1.0,1.0580000000000016,10.85,2024-05-15 04:10:00
1.0,1.0,1.0,0.3680000000000021,10.55,2024-05-15 04:20:00
1.0,1.0,1.0,-0.27999999999999936,10.03,2024-05-15 04:30:00
1.0,1.0,1.0,-0.35599999999999987,9.98,2024-05-15 04:40:00
1.0,1.0,1.0,-0.8899999999999988,9.24,2024-05-15 04:50:00
1.0,1.0,1.0,-0.27999999999999936,9.6,2024-05-15 05:00:00
1.0,1.0,1.0,-0.07399999999999984,9.62,2024-05-15 05:10:00
1.0,1.0,1.0,0.6480000000000015,10.42,2024-05-15 05:20:00
1.0,1.0,1.0,0.6160000000000014,10.49,2024-05-15 05:30:00
1.0,1.0,1.0,0.014000000000002899,10.05,2024-05-15 05:40:00
1.01,1.01,1.01,0.0600000000000005,10.22,2024-05-15 05:50:00
1.07,1.07,1.07,1.2120000000000015,11.81,2024-05-15 06:00:00
1.08,1.08,1.08,1.4700000000000006,12.48,2024-05-15 06:10:00
1.09,1.09,1.09,1.4479999999999986,12.95,2024-05-15 06:20:00
1.09,1.09,1.09,0.6039999999999992,12.62,2024-05-15 06:30:00
1.08,1.08,1.08,-0.1720000000000006,12.25,2024-05-15 06:40:00
1.06,1.06,1.06,-0.9239999999999995,11.42,2024-05-15 06:50:00
1.04,1.04,1.04,-0.9599999999999991,11.11,2024-05-15 07:00:00
1.01,1.01,1.01,-1.1199999999999992,10.45,2024-05-15 07:10:00
1.0,1.0,1.0,-1.3979999999999997,9.56,2024-05-15 07:20:00
1.01,1.01,1.01,-0.43599999999999994,10.09,2024-05-15 07:30:00
1.0,1.0,1.0,-0.5939999999999994,9.56,2024-05-15 07:40:00
1.0,1.0,1.0,-0.1720000000000006,9.7,2024-05-15 07:50:00
1.0,1.0,1.0,0.026000000000001577,9.76,2024-05-15 08:00:00
1.0,1.0,1.0,0.11399999999999899,9.92,2024-05-15 08:10:00
1.79,1.79,1.79,-0.41199999999999903,9.22,2024-05-15 08:20:00
1.9,1.9,1.9,-0.5759999999999987,8.93,2024-05-15 08:30:00
1.48,1.48,1.48,-0.053999999999998494,9.39,2024-05-15 08:40:00
1.01,1.01,1.01,0.47600000000000087,9.96,2024-05-15 08:50:00
1.03,1.03,1.03,1.1720000000000006,10.84,2024-05-15 09:00:00
1.0,1.0,1.0,-0.7599999999999998,8.83,2024-05-15 09:10:00
1.03,1.03,1.03,0.3160000000000007,10.15,2024-05-15 09:20:00
1.03,1.03,1.03,0.9399999999999995,11.12,2024-05-15 09:30:00
1.01,1.01,1.01,-0.21199999999999797,9.97,2024-05-15 09:40:00
1.0,1.0,1.0,-0.629999999999999,9.23,2024-05-15 09:50:00
1.0,1.0,1.0,-0.2859999999999996,9.76,2024-05-15 10:00:00
1.01,1.01,1.01,-0.007999999999999119,10.01,2024-05-15 10:10:00
1.06,1.06,1.06,1.5180000000000007,11.64,2024-05-15 10:20:00
1.03,1.03,1.03,0.5760000000000023,10.88,2024-05-15 10:30:00
1.05,1.05,1.05,0.6059999999999999,11.33,2024-05-15 10:40:00
1.07,1.07,1.07,0.8920000000000012,12.08,2024-05-15 10:50:00
1.06,1.06,1.06,0.39000000000000057,11.97,2024-05-15 11:00:00
1.06,1.06,1.06,0.004000000000001336,11.57,2024-05-15 11:10:00
1.06,1.06,1.06,0.1379999999999999,11.91,2024-05-15 11:20:00
1.05,1.05,1.05,-0.15399999999999991,11.69,2024-05-15 11:30:00
1.04,1.04,1.04,-0.6199999999999992,11.01,2024-05-15 11:40:00
1.03,1.03,1.03,-0.5400000000000009,10.87,2024-05-15 11:50:00
1.01,1.01,1.01,-0.927999999999999,10.21,2024-05-15 12:00:00
1.01,1.01,1.01,-0.6760000000000002,10.1,2024-05-15 12:10:00
1.0,1.0,1.0,-0.6059999999999999,9.79,2024-05-15 12:20:00
1.01,1.01,1.01,-0.40199999999999925,9.74,2024-05-15 12:30:00
1.0,1.0,1.0,-0.5759999999999987,9.24,2024-05-15 12:40:00
1.0,1.0,1.0,-0.1659999999999986,9.51,2024-05-15 12:50:00
1.0,1.0,1.0,-0.5039999999999996,8.94,2024-05-15 13:00:00
1.0,1.0,1.0,-0.5419999999999998,8.68,2024-05-15 13:10:00
1.0,1.0,1.0,-0.3219999999999992,8.69,2024-05-15 13:20:00
1.0,1.0,1.0,0.06800000000000139,9.04,2024-05-15 13:30:00
1.0,1.0,1.0,-0.14199999999999768,8.66,2024-05-15 13:40:00
1.0,1.0,1.0,-0.15000000000000036,8.58,2024-05-15 13:50:00
1.0,1.0,1.0,-0.7059999999999986,7.86,2024-05-15 14:00:00
1.0,1.0,1.0,-0.684000000000001,7.68,2024-05-15 14:10:00
1.0,1.0,1.0,-0.8519999999999994,7.13,2024-05-15 14:20:00
1.0,1.0,1.0,-0.3539999999999992,7.37,2024-05-15 14:30:00
1.0,1.0,1.0,-0.7439999999999998,6.58,2024-05-15 14:40:00
0.99,0.99,0.99,-0.9999999999999991,5.94,2024-05-15 14:50:00
0.99,0.99,0.99,-1.2199999999999998,5.23,2024-05-15 15:00:00
1.0,1.0,1.0,-0.07199999999999918,6.19,2024-05-15 15:10:00
1.0,1.0,1.0,0.08400000000000052,6.09,2024-05-15 15:20:00
0.99,0.99,0.99,-0.5699999999999994,5.15,2024-05-15 15:30:00
0.99,0.99,0.99,-0.7159999999999993,4.77,2024-05-15 15:40:00
0.99,0.99,0.99,-0.6479999999999997,4.74,2024-05-15 15:50:00
0.99,0.99,0.99,-0.7899999999999991,4.2,2024-05-15 16:00:00
0.99,0.99,0.99,0.564000000000001,5.42,2024-05-15 16:10:00
0.99,0.99,0.99,0.22200000000000042,5.06,2024-05-15 16:20:00
0.99,0.99,0.99,0.2840000000000007,5.21,2024-05-15 16:30:00
0.99,0.99,0.99,-0.14599999999999902,4.79,2024-05-15 16:40:00
0.99,0.99,0.99,-0.15999999999999925,4.92,2024-05-15 16:50:00
1.0,1.0,1.0,0.9000000000000004,6.12,2024-05-15 17:00:00
0.99,0.99,0.99,-0.4239999999999986,4.73,2024-05-15 17:10:00
0.99,0.99,0.99,-0.07199999999999918,5.05,2024-05-15 17:20:00
1.22,1.22,1.22,-0.5159999999999991,4.56,2024-05-15 17:30:00
1.9,1.9,1.9,-0.13199999999999878,4.95,2024-05-15 17:40:00
1.9,1.9,1.9,0.7660000000000009,5.78,2024-05-15 17:50:00
1.56,1.56,1.56,0.44399999999999995,5.64,2024-05-15 18:00:00
1.0,1.0,1.0,0.886000000000001,6.34,2024-05-15 18:10:00
1.0,1.0,1.0,0.31400000000000095,6.07,2024-05-15 18:20:00
1.0,1.0,1.0,0.4500000000000002,6.52,2024-05-15 18:30:00
1.0,1.0,1.0,0.3340000000000005,6.56,2024-05-15 18:40:00
1.0,1.0,1.0,-0.2259999999999991,6.09,2024-05-15 18:50:00
0.99,0.99,0.99,-1.1999999999999993,4.81,2024-05-15 19:00:00
0.99,0.99,0.99,-0.027999999999998693,5.96,2024-05-15 19:10:00
1.0,1.0,1.0,0.7000000000000011,6.73,2024-05-15 19:20:00
1.0,1.0,1.0,0.2580000000000009,6.22,2024-05-15 19:30:00
1.0,1.0,1.0,0.4320000000000004,6.47,2024-05-15 19:40:00
1.0,1.0,1.0,-0.2839999999999989,5.99,2024-05-15 19:50:00
1.0,1.0,1.0,0.1020000000000012,6.48,2024-05-15 20:00:00
1.0,1.0,1.0,0.28800000000000114,6.65,2024-05-15 20:10:00
1.0,1.0,1.0,0.6340000000000003,7.19,2024-05-15 20:20:00
1.0,1.0,1.0,0.3540000000000001,7.02,2024-05-15 20:30:00
1.0,1.0,1.0,0.08400000000000052,6.94,2024-05-15 20:40:00
1.0,1.0,1.0,0.05600000000000094,7.02,2024-05-15 20:50:00
1.0,1.0,1.0,0.18200000000000038,7.27,2024-05-15 21:00:00
1.0,1.0,1.0,0.5340000000000007,7.73,2024-05-15 21:10:00
1.0,1.0,1.0,0.2160000000000002,7.51,2024-05-15 21:20:00
1.0,1.0,1.0,0.23800000000000132,7.68,2024-05-15 21:30:00
1.0,1.0,1.0,0.4500000000000002,8.11,2024-05-15 21:40:00
1.0,1.0,1.0,0.23400000000000087,8.05,2024-05-15 21:50:00
1.0,1.0,1.0,-0.013999999999998458,7.82,2024-05-15 22:00:00
1.0,1.0,1.0,0.04400000000000048,7.97,2024-05-15 22:10:00
1.0,1.0,1.0,0.17800000000000082,8.21,2024-05-15 22:20:00
1.0,1.0,1.0,0.0940000000000012,8.13,2024-05-15 22:30:00
1.0,1.0,1.0,0.3100000000000005,8.42,2024-05-15 22:40:00
1.0,1.0,1.0,0.2300000000000022,8.47,2024-05-15 22:50:00
1.0,1.0,1.0,0.31400000000000006,8.7,2024-05-15 23:00:00
1.0,1.0,1.0,0.5280000000000005,9.09,2024-05-15 23:10:00
1.0,1.0,1.0,0.240000000000002,8.97,2024-05-15 23:20:00
1.0,1.0,1.0,-0.2140000000000004,8.54,2024-05-15 23:30:00
1.0,1.0,1.0,-0.8439999999999994,7.77,2024-05-15 23:40:00
1.0,1.0,1.0,-0.9620000000000006,7.39,2024-05-15 23:50:00
1.0,1.0,1.0,-0.7179999999999982,7.27,2024-05-16 00:00:00
1.0,1.0,1.0,0.25400000000000134,8.06,2024-05-16 00:10:00
1.0,1.0,1.0,0.902000000000001,8.75,2024-05-16 00:20:00
1.0,1.0,1.0,0.8659999999999997,8.95,2024-05-16 00:30:00
1.0,1.0,1.0,0.43400000000000105,8.8,2024-05-16 00:40:00
1.0,1.0,1.0,0.08799999999999919,8.75,2024-05-16 00:50:00
1.0,1.0,1.0,-0.23399999999999999,8.52,2024-05-16 01:00:00
1.0,1.0,1.0,-0.3399999999999981,8.33,2024-05-16 01:10:00
1.0,1.0,1.0,0.4400000000000013,9.15,2024-05-16 01:20:00
1.0,1.0,1.0,0.3780000000000001,9.16,2024-05-16 01:30:00
1.0,1.0,1.0,0.38400000000000034,9.27,2024-05-16 01:40:00
1.0,1.0,1.0,0.17799999999999905,9.2,2024-05-16 01:50:00
1.0,1.0,1.0,-0.4919999999999991,8.58,2024-05-16 02:00:00
1.0,1.0,1.0,-0.37799999999999834,8.58,2024-05-16 02:10:00
1.0,1.0,1.0,0.017999999999998906,8.93,2024-05-16 02:20:00
1.0,1.0,1.0,0.24600000000000222,9.13,2024-05-16 02:30:00
1.0,1.0,1.0,0.09200000000000053,8.92,2024-05-16 02:40:00
1.0,1.0,1.0,-0.5759999999999987,8.17,2024-05-16 02:50:00
1.0,1.0,1.0,-0.5179999999999989,8.14,2024-05-16 03:00:00
1.0,1.0,1.0,-0.09599999999999831,8.47,2024-05-16 03:10:00
1.0,1.0,1.0,-0.13199999999999967,8.26,2024-05-16 03:20:00
1.0,1.0,1.0,-0.2159999999999993,7.99,2024-05-16 03:30:00
1.0,1.0,1.0,-0.34799999999999986,7.78,2024-05-16 03:40:00
1.0,1.0,1.0,-0.13999999999999968,7.95,2024-05-16 03:50:00
1.0,1.0,1.0,0.20400000000000063,8.25,2024-05-16 04:00:00
1.0,1.0,1.0,0.15000000000000036,8.18,2024-05-16 04:10:00
1.0,1.0,1.0,-0.06399999999999917,7.96,2024-05-16 04:20:00
1.0,1.0,1.0,-0.2919999999999989,7.72,2024-05-16 04:30:00
1.0,1.0,1.0,-0.35000000000000053,7.59,2024-05-16 04:40:00
1.0,1.0,1.0,-0.6899999999999995,7.0,2024-05-16 04:50:00
1.0,1.0,1.0,-0.629999999999999,6.78,2024-05-16 05:00:00
1.0,1.0,1.0,-0.11399999999999988,7.13,2024-05-16 05:10:00
1.0,1.0,1.0,0.004000000000000448,7.13,2024-05-16 05:20:00
1.0,1.0,1.0,0.11200000000000099,7.15,2024-05-16 05:30:00
1.0,1.0,1.0,0.2900000000000009,7.41,2024-05-16 05:40:00
1.0,1.0,1.0,-0.1639999999999988,7.0,2024-05-16 05:50:00
1.0,1.0,1.0,-0.5139999999999993,6.53,2024-05-16 06:00:00
1.0,1.0,1.0,-0.9059999999999997,5.89,2024-05-16 06:10:00
0.99,0.99,0.99,-1.4699999999999989,4.87,2024-05-16 06:20:00
0.99,0.99,0.99,-1.2899999999999991,4.46,2024-05-16 06:30:00
1.0,1.0,1.0,0.362000000000001,5.89,2024-05-16 06:40:00
1.0,1.0,1.0,0.5460000000000012,5.96,2024-05-16 06:50:00
1.0,1.0,1.0,0.8360000000000003,6.34,2024-05-16 07:00:00
1.0,1.0,1.0,0.4460000000000006,6.22,2024-05-16 07:10:00
0.99,0.99,0.99,-0.5699999999999994,5.39,2024-05-16 07:20:00
0.99,0.99,0.99,-0.581999999999999,5.25,2024-05-16 07:30:00
0.99,0.99,0.99,-0.3119999999999994,5.41,2024-05-16 07:40:00
1.0,1.0,1.0,0.9860000000000007,6.8,2024-05-16 07:50:00
0.99,0.99,0.99,-1.2819999999999983,4.11,2024-05-16 08:00:00
